,city,churn,type_of_plan,highest_level_education,work_status,sex,salary_monthly,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew Offer Type,reachability,claim_amount,type_of_vehicle
7476,Accra,No,extended_plan,Bachelor,Employed,male,9805.0,Single,166,108.0,1,1,contacting_agent,269.406119,4-door_car
7477,Takoradi,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,134,13.0,1,1,contacting_branch_directly,482.4,2-door_car
7478,Tamale,No,primary_plan,Bachelor,Unemployed,female,0.0,Single,136,86.0,7,2,contacting_agent,326.4,4-door_car
7479,Takoradi,No,primary_plan,College,Employed,male,10228.448275862069,Married,142,56.0,3,2,customer_call_centre,229.686659,4-door_car
7480,Takoradi,No,primary_plan,High School or Below,Unemployed,female,0.0,Divorced,230,82.0,9,1,contacting_agent,552.0,Sports Car
7481,Tamale,No,premium_plan,High School or Below,Unemployed,male,0.0,Single,224,129.0,3,2,contacting_agent,806.4,2-door_car
7482,Accra,Yes,primary_plan,High School or Below,Employed,male,4470.172413793103,Single,206,26.0,1,2,via_the_web,674.973614,SUV
7483,Takoradi,No,primary_plan,College,Unemployed,male,0.0,Divorced,142,133.0,1,1,contacting_agent,493.055291,4-door_car
7484,Accra,No,primary_plan,Bachelor,Employed,male,14322.93103448276,Married,142,64.0,3,3,customer_call_centre,10.42277,2-door_car
7485,Kumasi,No,primary_plan,High School or Below,Unemployed,female,0.0,Married,146,60.0,1,2,contacting_agent,350.4,4-door_car
7486,Kumasi,Yes,extended_plan,College,Unemployed,female,0.0,Divorced,174,17.0,1,2,contacting_agent,420.041981,4-door_car
7487,Takoradi,No,primary_plan,College,Unemployed,female,0.0,Married,144,73.0,3,1,contacting_branch_directly,345.6,4-door_car
7488,Takoradi,No,primary_plan,College,Employed,female,6086.379310344828,Married,148,99.0,7,1,contacting_agent,128.643975,4-door_car
7489,Accra,No,primary_plan,College,Disabled,female,3763.620689655173,Divorced,222,26.0,3,2,customer_call_centre,532.8,Sports Car
7490,Tamale,No,premium_plan,Bachelor,Medical Leave,female,2610.689655172414,Married,232,30.0,3,2,contacting_branch_directly,792.609747,2-door_car
7491,Takoradi,No,primary_plan,Doctor,Unemployed,female,0.0,Married,142,120.0,2,2,customer_call_centre,340.8,2-door_car
7492,Takoradi,No,primary_plan,Bachelor,Employed,male,10085.862068965518,Married,134,26.0,1,2,customer_call_centre,321.6,4-door_car
7493,Cape_coast,No,primary_plan,High School or Below,Employed,female,11136.551724137931,Married,128,52.0,1,2,contacting_branch_directly,307.2,4-door_car
7494,Accra,No,primary_plan,Bachelor,Employed,male,13845.862068965518,Divorced,142,47.0,1,3,customer_call_centre,340.8,2-door_car
7495,Accra,No,primary_plan,Bachelor,Employed,female,5018.103448275862,Married,234,120.0,1,2,contacting_branch_directly,272.612048,Sports Car
7496,Takoradi,No,extended_plan,Bachelor,Employed,female,8127.068965517242,Married,168,22.0,5,4,contacting_agent,161.640052,4-door_car
7497,Cape_coast,No,primary_plan,College,Unemployed,female,0.0,Single,124,22.0,1,1,contacting_agent,446.4,2-door_car
7498,Tamale,No,primary_plan,Doctor,Unemployed,female,0.0,Married,218,82.0,3,1,customer_call_centre,723.786607,SUV
7499,Kumasi,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,200,116.0,2,1,contacting_branch_directly,1000.850446,SUV
7500,Tamale,No,extended_plan,College,Employed,female,11501.896551724138,Married,172,108.0,1,1,customer_call_centre,366.381387,2-door_car
7501,Kumasi,No,primary_plan,High School or Below,Employed,female,8438.448275862069,Married,130,73.0,2,1,via_the_web,105.068788,2-door_car
7502,Takoradi,No,primary_plan,Bachelor,Unemployed,female,0.0,Single,142,86.0,1,1,contacting_agent,511.2,4-door_car
7503,Kumasi,No,primary_plan,High School or Below,Employed,female,6001.206896551725,Single,146,34.0,1,1,contacting_agent,472.043042,2-door_car
7504,Kumasi,Yes,primary_plan,High School or Below,Employed,female,9066.03448275862,Single,226,52.0,7,1,contacting_agent,528.20086,SUV
7505,Accra,No,primary_plan,Master,Unemployed,male,0.0,Married,222,26.0,4,3,contacting_branch_directly,617.396701,Sports Car
7506,Tamale,No,primary_plan,High School or Below,Employed,female,15963.620689655172,Married,130,125.0,9,4,customer_call_centre,312.0,4-door_car
7507,Kumasi,No,primary_plan,College,Employed,male,16670.51724137931,Married,206,146.0,5,1,contacting_agent,37.802583,Sports Car
7508,Cape_coast,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,146,120.0,2,1,customer_call_centre,525.6,4-door_car
7509,Accra,No,extended_plan,Doctor,Employed,male,13205.862068965518,Married,244,112.0,1,1,contacting_agent,832.453791,SUV
7510,Takoradi,No,primary_plan,Bachelor,Employed,male,14444.310344827589,Married,224,77.0,1,1,contacting_branch_directly,377.354191,Sports Car
7511,Tamale,No,extended_plan,College,Employed,female,3612.7586206896553,Married,156,64.0,1,2,contacting_agent,534.501024,4-door_car
7512,Cape_coast,No,primary_plan,Master,Employed,male,14567.41379310345,Single,220,0.0,1,4,contacting_agent,156.282093,SUV
7513,Kumasi,Yes,primary_plan,Bachelor,Employed,female,15422.586206896553,Single,126,47.0,1,2,via_the_web,61.769564,4-door_car
7514,Takoradi,No,primary_plan,High School or Below,Employed,female,14677.93103448276,Married,212,0.0,3,1,via_the_web,501.134524,SUV
7515,Takoradi,No,primary_plan,College,Disabled,male,1929.8275862068965,Single,228,9.0,6,2,contacting_agent,820.8,SUV
7516,Kumasi,No,primary_plan,High School or Below,Medical Leave,female,4966.551724137931,Married,122,56.0,1,2,customer_call_centre,292.8,4-door_car
7517,Tamale,No,premium_plan,High School or Below,Employed,male,13135.172413793103,Married,222,99.0,3,2,contacting_agent,532.8,2-door_car
7518,Accra,Yes,extended_plan,College,Employed,male,11453.275862068966,Married,272,150.0,1,2,contacting_agent,57.712985,Sports Car
7519,Accra,No,primary_plan,High School or Below,Employed,female,7461.724137931034,Married,136,43.0,1,2,customer_call_centre,326.4,4-door_car
7520,Accra,Yes,extended_plan,College,Retired,male,2332.4137931034484,Single,172,90.0,3,1,contacting_agent,412.8,4-door_car
7521,Accra,Yes,primary_plan,Bachelor,Employed,male,12761.206896551725,Single,144,52.0,6,2,customer_call_centre,471.443077,4-door_car
7522,Cape_coast,Yes,extended_plan,Bachelor,Employed,female,9397.758620689656,Married,276,86.0,1,2,contacting_agent,702.990032,SUV
7523,Kumasi,No,premium_plan,Master,Unemployed,female,0.0,Married,238,13.0,2,2,contacting_branch_directly,439.352186,4-door_car
7524,Takoradi,Yes,primary_plan,College,Employed,male,12465.862068965518,Divorced,132,26.0,1,1,contacting_agent,316.8,2-door_car
7525,Kumasi,No,primary_plan,Bachelor,Disabled,female,2518.2758620689656,Married,144,9.0,4,3,customer_call_centre,439.772868,4-door_car
7526,Takoradi,No,primary_plan,Master,Unemployed,male,0.0,Divorced,136,90.0,7,1,contacting_branch_directly,689.282166,4-door_car
7527,Takoradi,No,primary_plan,College,Employed,female,7483.793103448276,Married,374,26.0,1,3,contacting_agent,897.6,luxurious_suv
7528,Takoradi,No,primary_plan,Master,Employed,female,10418.275862068966,Single,124,0.0,2,1,customer_call_centre,133.284622,2-door_car
7529,Accra,No,primary_plan,Bachelor,Medical Leave,male,4540.344827586207,Single,142,39.0,3,2,contacting_agent,340.8,2-door_car
7530,Tamale,No,extended_plan,College,Employed,female,3881.7241379310335,Married,160,95.0,2,2,customer_call_centre,203.469143,4-door_car
7531,Takoradi,No,extended_plan,Doctor,Employed,female,13123.103448275862,Married,176,26.0,1,2,contacting_agent,422.4,4-door_car
7532,Kumasi,No,primary_plan,Bachelor,Employed,male,8412.241379310344,Married,124,116.0,1,3,customer_call_centre,69.794432,2-door_car
7533,Accra,No,premium_plan,Bachelor,Employed,male,11311.206896551725,Married,222,9.0,7,3,contacting_branch_directly,377.781658,2-door_car
7534,Kumasi,No,primary_plan,High School or Below,Employed,female,11941.206896551725,Divorced,126,13.0,1,3,customer_call_centre,362.51794,4-door_car
7535,Kumasi,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,128,69.0,5,1,customer_call_centre,460.8,4-door_car
7536,Kumasi,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,124,0.0,2,4,contacting_agent,446.4,4-door_car
7537,Kumasi,No,primary_plan,Bachelor,Employed,female,15684.310344827589,Single,130,30.0,2,1,contacting_agent,190.751345,4-door_car
7538,Cape_coast,No,extended_plan,College,Employed,male,8651.724137931034,Single,154,129.0,1,2,via_the_web,360.499075,4-door_car
7539,Tamale,No,primary_plan,Master,Employed,male,7239.827586206897,Single,134,60.0,3,1,customer_call_centre,88.382536,4-door_car
7540,Takoradi,Yes,primary_plan,Bachelor,Employed,male,12308.793103448275,Married,134,125.0,2,2,contacting_agent,284.000172,4-door_car
7541,Accra,Yes,primary_plan,High School or Below,Unemployed,female,0.0,Single,122,73.0,7,1,contacting_agent,292.8,4-door_car
7542,Takoradi,No,primary_plan,College,Employed,female,12193.96551724138,Divorced,140,9.0,2,2,via_the_web,336.0,4-door_car
7543,Kumasi,Yes,primary_plan,Master,Employed,female,6318.96551724138,Married,138,9.0,1,2,via_the_web,56.60333,4-door_car
7544,Tamale,No,primary_plan,High School or Below,Employed,male,9343.793103448275,Married,238,39.0,1,1,contacting_agent,112.268583,SUV
7545,Kumasi,No,primary_plan,Bachelor,Medical Leave,female,4061.034482758621,Married,122,52.0,6,1,contacting_agent,142.459804,2-door_car
7546,Takoradi,Yes,primary_plan,College,Employed,male,10769.655172413792,Married,218,99.0,4,2,contacting_agent,400.181882,Sports Car
7547,Kumasi,No,primary_plan,College,Employed,female,12394.48275862069,Married,230,60.0,4,1,contacting_agent,552.0,SUV
7548,Accra,No,primary_plan,College,Employed,male,13938.96551724138,Single,130,39.0,9,2,contacting_agent,227.183015,4-door_car
7549,Kumasi,No,primary_plan,College,Unemployed,male,0.0,Single,134,30.0,5,1,contacting_agent,321.6,4-door_car
7550,Takoradi,Yes,primary_plan,High School or Below,Disabled,female,1971.0344827586207,Married,238,47.0,2,2,contacting_agent,571.2,SUV
7551,Kumasi,No,premium_plan,College,Employed,female,6727.068965517242,Married,340,43.0,3,1,customer_call_centre,592.85751,SUV
7552,Accra,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,216,30.0,4,2,contacting_branch_directly,777.6,Sports Car
7553,Takoradi,No,primary_plan,Bachelor,Employed,male,12718.793103448275,Divorced,122,103.0,6,1,contacting_branch_directly,121.654567,4-door_car
7554,Takoradi,Yes,extended_plan,Master,Employed,female,10096.03448275862,Married,176,17.0,1,1,contacting_branch_directly,55.510526,4-door_car
7555,Cape_coast,No,extended_plan,College,Unemployed,male,0.0,Single,182,52.0,1,2,customer_call_centre,707.264022,4-door_car
7556,Kumasi,No,premium_plan,College,Employed,female,8339.137931034484,Married,322,43.0,2,2,contacting_branch_directly,772.8,SUV
7557,Takoradi,No,primary_plan,College,Employed,male,6847.931034482759,Married,130,4.0,1,1,via_the_web,366.531664,4-door_car
7558,Kumasi,No,extended_plan,College,Unemployed,female,0.0,Married,192,133.0,3,1,contacting_agent,460.8,4-door_car
7559,Kumasi,No,primary_plan,High School or Below,Employed,female,7475.517241379311,Married,122,9.0,6,4,contacting_branch_directly,400.294938,2-door_car
7560,Accra,No,extended_plan,Bachelor,Employed,female,14460.862068965518,Single,152,22.0,1,3,contacting_branch_directly,218.374041,2-door_car
7561,Accra,No,extended_plan,Doctor,Employed,female,3855.344827586207,Married,190,64.0,2,4,contacting_agent,530.667993,4-door_car
7562,Accra,No,extended_plan,Bachelor,Employed,female,12079.48275862069,Married,198,9.0,3,3,contacting_agent,699.517349,4-door_car
7563,Accra,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,146,26.0,2,1,contacting_agent,525.6,4-door_car
7564,Takoradi,No,extended_plan,Bachelor,Employed,female,11334.827586206897,Married,158,26.0,1,2,customer_call_centre,277.360797,4-door_car
7565,Tamale,Yes,primary_plan,Bachelor,Retired,male,4080.172413793104,Married,134,82.0,2,1,contacting_branch_directly,404.817249,4-door_car
7566,Accra,No,extended_plan,College,Employed,male,11458.103448275862,Married,190,9.0,1,2,contacting_branch_directly,456.0,4-door_car
7567,Takoradi,No,primary_plan,Bachelor,Employed,female,14247.241379310346,Single,208,34.0,3,3,contacting_agent,324.097433,SUV
7568,Kumasi,No,primary_plan,High School or Below,Unemployed,female,0.0,Married,138,47.0,1,1,contacting_agent,331.2,4-door_car
7569,Kumasi,Yes,primary_plan,College,Unemployed,male,0.0,Single,140,103.0,1,1,contacting_branch_directly,425.266308,4-door_car
7570,Cape_coast,Yes,primary_plan,Bachelor,Medical Leave,male,5126.724137931034,Single,138,13.0,1,1,contacting_agent,331.2,4-door_car
7571,Accra,No,primary_plan,College,Employed,male,10589.137931034484,Married,130,26.0,7,4,customer_call_centre,206.01822,2-door_car
7572,Kumasi,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,210,13.0,4,1,contacting_branch_directly,756.0,SUV
7573,Accra,No,primary_plan,High School or Below,Employed,male,7559.6551724137935,Married,130,69.0,1,3,customer_call_centre,125.52458,4-door_car
7574,Takoradi,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,134,142.0,2,1,contacting_branch_directly,482.4,4-door_car
7575,Cape_coast,No,primary_plan,College,Employed,female,5823.275862068966,Married,122,103.0,1,1,contacting_agent,292.8,2-door_car
7576,Kumasi,No,extended_plan,College,Employed,male,16722.068965517243,Single,154,4.0,3,1,contacting_agent,369.6,2-door_car
7577,Takoradi,No,premium_plan,Bachelor,Unemployed,male,0.0,Single,228,112.0,7,1,contacting_branch_directly,820.8,2-door_car
7578,Kumasi,No,primary_plan,Doctor,Employed,female,14128.448275862069,Single,136,82.0,9,1,customer_call_centre,47.451832,4-door_car
7579,Takoradi,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,130,103.0,1,1,contacting_agent,27.031485,4-door_car
7580,Cape_coast,No,primary_plan,Bachelor,Medical Leave,female,3279.137931034483,Married,372,30.0,1,4,contacting_branch_directly,1003.050834,luxurious_suv
7581,Kumasi,No,primary_plan,Bachelor,Employed,female,10789.48275862069,Married,144,142.0,1,4,contacting_agent,326.242099,4-door_car
7582,Accra,Yes,premium_plan,High School or Below,Employed,female,8032.241379310345,Divorced,238,146.0,2,1,customer_call_centre,571.2,4-door_car
7583,Takoradi,No,extended_plan,Bachelor,Unemployed,female,0.0,Single,162,112.0,1,1,contacting_branch_directly,583.2,4-door_car
7584,Takoradi,No,extended_plan,Bachelor,Unemployed,female,0.0,Single,156,64.0,2,3,via_the_web,561.6,4-door_car
7585,Tamale,No,extended_plan,High School or Below,Unemployed,male,0.0,Married,270,4.0,9,1,contacting_agent,648.0,SUV
7586,Accra,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,132,4.0,9,2,via_the_web,758.460636,4-door_car
7587,Accra,No,premium_plan,College,Medical Leave,male,5056.379310344828,Married,236,112.0,1,1,contacting_agent,627.898468,4-door_car
7588,Kumasi,No,extended_plan,Master,Employed,male,13979.48275862069,Married,192,138.0,2,4,customer_call_centre,206.211089,4-door_car
7589,Kumasi,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,212,116.0,1,1,contacting_agent,763.2,SUV
7590,Cape_coast,No,primary_plan,Master,Employed,male,9865.862068965518,Married,224,13.0,2,2,contacting_branch_directly,297.187468,Sports Car
7591,Takoradi,No,primary_plan,College,Employed,male,15715.0,Married,214,17.0,7,3,contacting_agent,50.473675,Sports Car
7592,Accra,No,primary_plan,High School or Below,Employed,female,13213.448275862069,Single,146,9.0,1,3,contacting_agent,435.189747,4-door_car
7593,Accra,No,primary_plan,Bachelor,Employed,male,5120.172413793103,Married,128,26.0,2,3,contacting_agent,147.128736,4-door_car
7594,Takoradi,No,primary_plan,High School or Below,Unemployed,male,0.0,Married,122,116.0,2,3,customer_call_centre,301.402778,4-door_car
7595,Takoradi,No,primary_plan,College,Employed,female,11612.41379310345,Married,362,30.0,1,3,contacting_branch_directly,560.947563,luxirious_car
7596,Kumasi,Yes,extended_plan,Bachelor,Retired,female,4121.379310344828,Single,246,4.0,1,1,contacting_agent,590.4,SUV
7597,Takoradi,No,extended_plan,Bachelor,Unemployed,male,0.0,Married,176,69.0,7,1,contacting_branch_directly,422.4,4-door_car
7598,Accra,No,primary_plan,Bachelor,Employed,female,15509.137931034484,Single,148,13.0,3,2,via_the_web,274.165887,4-door_car
7599,Accra,No,primary_plan,High School or Below,Retired,male,3596.896551724138,Divorced,136,4.0,9,1,contacting_agent,326.4,4-door_car
7600,Cape_coast,No,primary_plan,College,Employed,female,8217.758620689656,Divorced,228,150.0,8,1,contacting_branch_directly,103.702555,Sports Car
7601,Tamale,No,premium_plan,Master,Employed,male,8545.51724137931,Divorced,210,34.0,5,3,via_the_web,661.608936,4-door_car
7602,Accra,Yes,primary_plan,College,Employed,male,4902.068965517242,Married,236,4.0,2,2,contacting_branch_directly,612.300581,SUV
7603,Accra,No,premium_plan,College,Employed,male,5578.620689655173,Married,234,47.0,2,1,contacting_agent,428.490681,2-door_car
7604,Kumasi,No,primary_plan,High School or Below,Employed,male,9529.137931034484,Divorced,142,138.0,2,1,contacting_agent,340.8,2-door_car
7605,Accra,No,premium_plan,College,Unemployed,female,0.0,Divorced,232,26.0,3,1,via_the_web,509.513764,4-door_car
7606,Kumasi,No,extended_plan,High School or Below,Employed,male,13236.379310344828,Divorced,190,146.0,7,1,contacting_branch_directly,91.674854,2-door_car
7607,Cape_coast,Yes,primary_plan,College,Employed,female,13042.758620689656,Married,216,120.0,1,2,contacting_branch_directly,112.660916,SUV
7608,Kumasi,No,primary_plan,Doctor,Employed,male,3568.620689655173,Single,136,90.0,5,4,contacting_branch_directly,248.422693,2-door_car
7609,Kumasi,No,primary_plan,High School or Below,Employed,female,5126.551724137931,Divorced,126,52.0,2,4,via_the_web,649.83837,2-door_car
7610,Cape_coast,No,primary_plan,Bachelor,Employed,male,7579.827586206897,Married,220,108.0,7,3,contacting_agent,528.0,SUV
7611,Accra,No,primary_plan,High School or Below,Employed,male,5080.172413793103,Married,126,26.0,1,2,customer_call_centre,302.4,4-door_car
